ChocolateId,Company,Specific Bean Origin or Bar Name,ReviewDate,CocoaPercent,CompanyLocation,Rating,BeanType
CHOC0647,Felchlin,"Madagascar, Grand Cru",2006,64%,Switzerland,3,Criollo
CHOC0648,Felchlin,Maracaibo Clasificado,2006,65%,Switzerland,3,Criollo
CHOC0649,Felchlin,Arriba,2006,72%,Switzerland,3.5,Forastero (Arriba)
CHOC0650,Felchlin,"Alto Beni, Cru Savage",2006,68%,Switzerland,4,Criollo (Wild)
CHOC0651,Finca,Puerto Rico,2014,65%,U.S.A.,2.25, 
CHOC0652,Finca,Dominican Republic,2014,80%,U.S.A.,3, 
CHOC0653,Finca,Dominican Republic,2014,70%,U.S.A.,3.25, 
CHOC0654,Finca,Dominican Republic,2014,85%,U.S.A.,2.5, 
CHOC0655,Forever Cacao,Rio Eni,2014,72%,U.K.,2.75,Criollo
CHOC0656,Forteza (Cortes),Dominican Republic,2016,70%,Puerto Rico,2.75, 
CHOC0657,Forteza (Cortes),Puerto Rico,2016,80%,Puerto Rico,2.75, 
CHOC0658,Fossa,"Akesson's E., Sambirano V.",2016,70%,Singapore,2.75, 
CHOC0659,Fossa,"Camino Verde P., Balao, Guayas",2016,75%,Singapore,3.5, 
CHOC0660,Fossa,"Kokoa Kamili Coop, Kilombero",2016,67%,Singapore,3.75,Trinitario
CHOC0661,Franceschi,Choroni,2014,70%,Venezuela,3.5, 
CHOC0662,Franceschi,Ocumare,2014,70%,Venezuela,3.75, 
CHOC0663,Franceschi,Canoabo,2012,70%,Venezuela,3.75, 
CHOC0664,Franceschi,Sur del Lago,2012,60%,Venezuela,3.5, 
CHOC0665,Frederic Blondeel,Costa Rica,2015,70%,Belgium,3.5, 
CHOC0666,Frederic Blondeel,Peru Brutus,2015,75%,Belgium,3.5, 
CHOC0667,Frederic Blondeel,Vietnam,2015,80%,Belgium,3,Trinitario
CHOC0668,Frederic Blondeel,Ghana,2014,60%,Belgium,3.5,Forastero
CHOC0669,Frederic Blondeel,Madagascar,2014,65%,Belgium,3.5,Trinitario
CHOC0670,French Broad,"Norandino, batch 161208",2017,70%,U.S.A.,3.5, 
CHOC0671,French Broad,Guatemala,2015,73%,U.S.A.,3.5, 
CHOC0672,French Broad,San Andres,2014,80%,U.S.A.,3, 
CHOC0673,French Broad,Matagalpa,2014,68%,U.S.A.,3.25, 
CHOC0674,French Broad,"Palo Blanco, Chulucanas",2013,66%,U.S.A.,3.5, 
CHOC0675,French Broad,Tumbes Coop,2012,70%,U.S.A.,2.5,Criollo
CHOC0676,French Broad,"Palo Blanco, Chulucanas",2012,61%,U.S.A.,3.5, 
CHOC0677,French Broad,"Palo Blanco w/ panela, Chulucanas",2012,81%,U.S.A.,2, 
CHOC0678,French Broad,"Maranon Canyon, Fortunato No. 4",2011,70%,U.S.A.,3.5,Forastero (Nacional)
CHOC0679,French Broad,La Red,2011,65%,U.S.A.,3.5, 
CHOC0680,Fresco,"Maranon, #228, MR, SC",2014,70%,U.S.A.,3,Forastero (Nacional)
CHOC0681,Fresco,"Maranon, #227, LR, MC",2014,70%,U.S.A.,3.5,Forastero (Nacional)
CHOC0682,Fresco,"Maranon, #229, MR, LC",2014,70%,U.S.A.,3.5,Forastero (Nacional)
CHOC0683,Fresco,"Maranon, #230, DR, LC",2014,70%,U.S.A.,3.5,Forastero (Nacional)
CHOC0684,Fresco,"Conacado, #223, MR, SC",2013,72%,U.S.A.,3.25, 
CHOC0685,Fresco,"Conacado, #224, MR, MC",2013,72%,U.S.A.,3.75, 
CHOC0686,Fresco,"San Martin, Bellavista Coop, #226, DR, MC",2013,70%,U.S.A.,3.75, 
CHOC0687,Fresco,"Bellavista Coop, #225, LR, MC, CG Exclusive",2013,70%,U.S.A.,4,Trinitario
CHOC0688,Fresco,"Markham Valley, #219, LR, MC",2012,69%,U.S.A.,3.5, 
CHOC0689,Fresco,"Markham Valley, #221, DR, MC",2012,69%,U.S.A.,3.5, 
CHOC0690,Fresco,"Sambirano Valley, #216, MR, LC",2012,74%,U.S.A.,4,Trinitario
CHOC0691,Fresco,"Markham Valley, #220, MR, MC",2012,69%,U.S.A.,4,Trinitario
CHOC0692,Fresco,"Markham Valley, #222, LR, 0C",2012,69%,U.S.A.,3,Trinitario
CHOC0693,Fresco,"Ghana, #211, MR, MC",2011,74%,U.S.A.,2.75,Forastero
CHOC0694,Fresco,"Jamaica, #209, DR, SC",2011,70%,U.S.A.,3.25,Trinitario
CHOC0695,Fresco,"Conacado, #212, LR, SC",2011,72%,U.S.A.,3.5, 
CHOC0696,Fresco,"Jamaica, #210, DR, MC",2011,70%,U.S.A.,3.5,Trinitario
CHOC0697,Fresco,"Sambirano Valley, #214, LR, MC",2011,74%,U.S.A.,2.75,Trinitario
CHOC0698,Fresco,"Conacado, #213, DR, -C",2011,72%,U.S.A.,3.25, 
CHOC0699,Fresco,"Sambirano Valley, #215, MR, MC",2011,74%,U.S.A.,3,Trinitario
CHOC0700,Fresco,"Chuao, #218, MR, MC",2011,76%,U.S.A.,3.25,Trinitario
CHOC0701,Fresco,"Chuao, #217, DR, MC",2011,70%,U.S.A.,4,Trinitario
CHOC0702,Fresco,"Jamaica, #204, DR, SC",2009,80%,U.S.A.,2.75,Trinitario
CHOC0703,Fresco,"Jamaica, #206, DR, LC",2009,70%,U.S.A.,3,Trinitario
CHOC0704,Fresco,"Jamaica, #205, DR, MC",2009,70%,U.S.A.,3.25,Trinitario
CHOC0705,Fresco,"Carenero Superior, #203, MR, SC",2009,65%,U.S.A.,3.5,Criollo
CHOC0706,Friis Holm,"Rugoso, Bad Fermentation",2016,70%,Denmark,3.5, 
CHOC0707,Friis Holm (Bonnat),La Dalia,2015,60%,Denmark,3, 
CHOC0708,Friis Holm (Bonnat),La Dalia,2015,85%,Denmark,3.25, 
CHOC0709,Friis Holm (Bonnat),La Dalia,2014,70%,Denmark,3.5, 
CHOC0710,Friis Holm (Bonnat),"Barba, Xoco",2013,70%,Denmark,3.25, 
CHOC0711,Friis Holm (Bonnat),"Medagla, Xoco",2013,70%,Denmark,3.5, 
CHOC0712,Friis Holm (Bonnat),"Chuno, triple turned, Xoco",2012,70%,Denmark,3.25,"Criollo, Trinitario"
CHOC0713,Friis Holm (Bonnat),"Red Mayan, Xoco",2012,70%,Denmark,3.25,"Criollo, Trinitario"
CHOC0714,Friis Holm (Bonnat),"Chuno, double turned, Xoco",2012,70%,Denmark,3.25,"Criollo, Trinitario"
CHOC0715,Friis Holm (Bonnat),"Rugoso, Xoco",2012,70%,Denmark,3.75, 
CHOC0716,Friis Holm (Bonnat),"Johe, Xoco",2011,70%,Denmark,3.25,"Criollo, Trinitario"
CHOC0717,Friis Holm (Bonnat),"Chuno, Xoco",2011,70%,Denmark,3.5,"Criollo, Trinitario"
CHOC0718,Friis Holm (Bonnat),"Nicaliso, Xoco",2011,70%,Denmark,3.5,"Criollo, Trinitario"
CHOC0719,Fruition,"Wild Bolivian, Batch 2",2016,74%,U.S.A.,3.75,Beniano
CHOC0720,Fruition,"Coto Brus, Heirloom, Batch 1",2016,74%,U.S.A.,4,Amazon mix
CHOC0721,Fruition,Gran Couva,2014,70%,U.S.A.,3.75,Trinitario
CHOC0722,Fruition,Maranon,2014,76%,U.S.A.,3,Forastero (Nacional)
CHOC0723,Fruition,La Red,2013,70%,U.S.A.,3.75, 
CHOC0724,Fruition,Camino Verde,2013,75%,U.S.A.,3, 
CHOC0725,Fruition,Peru,2012,70%,U.S.A.,2.5, 
CHOC0726,Fruition,Signature Blend,2011,66%,U.S.A.,3.25,Trinitario
CHOC0727,Fruition,Costa Rica,2011,70%,U.S.A.,3, 
CHOC0728,Garden Island,"Kaua'I, Alea Estate +world",2014,85%,U.S.A.,2.5,Blend
CHOC0729,Georgia Ramon,Akesson P.,2015,65%,Germany,3.25,Trinitario
CHOC0730,Georgia Ramon,ABOCFA Coop,2015,70%,Germany,4,Forastero
CHOC0731,Georgia Ramon,Conacado Coop,2015,70%,Germany,3.5,Trinitario
CHOC0732,Georgia Ramon,Conacado Coop,2015,80%,Germany,3.5,Trinitario
CHOC0733,Georgia Ramon,Akesson P.,2015,75%,Germany,3.5,Trinitario
CHOC0734,Glennmade,"Toledo District, 2015 Harvest",2016,70%,U.S.A.,3.5, 
CHOC0735,Glennmade,Bahia,2015,66%,U.S.A.,3,"Trinitario, Forastero"
CHOC0736,Goodnow Farms,"Almendra Blanca, batch 1004",2016,77%,U.S.A.,2.75, 
CHOC0737,Goodnow Farms,"El Carmen, batch 1003",2016,77%,U.S.A.,3.25, 
CHOC0738,Goodnow Farms,"Asochivite, batch 1005",2016,77%,U.S.A.,3.25, 
CHOC0739,Grand Place,"Ben Tre, Dong Nai",2011,72%,Vietnam,3,Trinitario
CHOC0740,Green & Black's (ICAM),Dark,2006,70%,U.K.,2.5, 
CHOC0741,Green Bean to Bar,Madagascar,2016,70%,Japan,3.5, 
CHOC0742,Grenada Chocolate Co.,Grenada,2010,82%,Grenada,3.25,Trinitario
CHOC0743,Grenada Chocolate Co.,Grenada,2009,60%,Grenada,2.75,Trinitario
CHOC0744,Grenada Chocolate Co.,Grenada,2008,71%,Grenada,2.5,Trinitario
CHOC0745,Guido Castagna,Arriba,2009,64%,Italy,3,Forastero (Arriba) ASS
CHOC0746,Guido Castagna,Ghana,2009,64%,Italy,3,Forastero
CHOC0747,Guido Castagna,Trinidad & Tobago,2009,64%,Italy,3, 
CHOC0748,Guido Castagna,Lacri Blend,2009,76%,Italy,3, 
CHOC0749,Guido Castagna,Blend,2009,64%,Italy,3.25, 
CHOC0750,Guittard,"Epique, Blend No. 49",2015,70%,U.S.A.,3.75, 
CHOC0751,Guittard,Haiti,2013,65%,U.S.A.,2.75, 
CHOC0752,Guittard,Nicaragua,2013,65%,U.S.A.,2.75, 
CHOC0753,Guittard,Jamaica,2013,65%,U.S.A.,3.25,Trinitario
CHOC0754,Guittard,Ecuador,2013,65%,U.S.A.,3.5, 
CHOC0755,Guittard,Coucher du Soleil,2011,72%,U.S.A.,2.75, 
CHOC0756,Guittard,Lever du Soleil,2011,61%,U.S.A.,3.25, 
CHOC0757,Guittard,Onyx,2011,72%,U.S.A.,3.25, 
CHOC0758,Guittard,Trinidad,2010,65%,U.S.A.,3,Trinitario
CHOC0759,Guittard,"O'ahu, N. Shore, Waialua E., Kakoleka",2009,55%,U.S.A.,3, 
CHOC0760,Guittard,Nocturne,2009,91%,U.S.A.,3, 
CHOC0761,Guittard,Complexite,2009,70%,U.S.A.,3.5,Blend
CHOC0762,Guittard,Machu Pichu,2008,65%,U.S.A.,3, 
CHOC0763,Guittard,Special Maker Reserve,2008,64%,U.S.A.,3, 
CHOC0764,Guittard,Ocumare,2008,65%,U.S.A.,3.5, 
CHOC0765,Guittard,Quetzalcoatl,2007,72%,U.S.A.,3.5,Blend
CHOC0766,Guittard,Chucuri,2006,65%,U.S.A.,3,Trinitario
CHOC0767,Guittard,Sur del Lago,2006,65%,U.S.A.,2.5,"Trinitario, Criollo"
CHOC0768,Guittard,"Sambirano, Ambanja",2006,65%,U.S.A.,3.5,"Criollo, +"
CHOC0769,Guittard,"Los Rios, Quevedo",2006,65%,U.S.A.,3.5,Forastero (Arriba)
CHOC0770,Guittard,Tsaranta,2006,61%,U.S.A.,3.5,Blend
CHOC0771,Guittard,Semisweet,2006,61%,U.S.A.,3,Blend
CHOC0772,Habitual,Papua New Guinea,2014,80%,Canada,2.75, 
CHOC0773,Habitual,Campesino w/ nibs,2014,74%,Canada,2.75, 
CHOC0774,Habitual,Dominican Republic,2014,75%,Canada,3.25, 
CHOC0775,Habitual,Trinitario,2014,70%,Canada,3.5,Trinitario
CHOC0776,Habitual,Downtown London,2014,65%,Canada,2.75, 
CHOC0777,Habitual,Africa meets Latina,2014,70%,Canada,3, 
CHOC0778,Habitual,Amazonas,2014,80%,Canada,3, 
CHOC0779,Habitual,Sharkey,2014,66%,Canada,3.25, 
CHOC0780,Habitual,one hundred,2014,100%,Canada,2, 
CHOC0781,Hachez,Arriba,2007,77%,Germany,2.5,Forastero (Arriba)
CHOC0782,Hacienda El Castillo,Don Homero- Cerecita Valley,2014,55%,Ecuador,2.75,Trinitario
CHOC0783,Hacienda El Castillo,Don Homero- Cerecita Valley,2014,70%,Ecuador,3,Trinitario
CHOC0784,Haigh,South America and Africa,2011,70%,Australia,3, 
CHOC0785,Harper Macaw,"Vale do Juliana, w/ nibs",2016,85%,U.S.A.,3.25, 
CHOC0786,Harper Macaw,Brazil Blend,2015,67%,U.S.A.,3, 
CHOC0787,Harper Macaw,"Tome Acu E., Amazon Rainforest",2015,77%,U.S.A.,3.5, 
CHOC0788,Harper Macaw,"Vale do Juliana E., Atlantic Forest",2015,74%,U.S.A.,3.5, 
CHOC0789,Heilemann,Peru,2016,64%,Germany,2.75, 
CHOC0790,Heirloom Cacao Preservation (Brasstown),"Maya Mtn, Moho R., Toledo D., 2015",2016,70%,U.S.A.,3.25,Amazon
CHOC0791,Heirloom Cacao Preservation (Fruition),"Cota Brus, Terciopelo, 2015",2016,74%,U.S.A.,3.5,Amazon mix
CHOC0792,Heirloom Cacao Preservation (Guittard),"Alto Beni, Upper Rio Beni, 2014",2014,67%,U.S.A.,3.5,"Amazon, ICS"
CHOC0793,Heirloom Cacao Preservation (Guittard),"Wild Beni, Lower Rio Beni, Tranquilidad, 2014",2014,67%,U.S.A.,3,Beniano
CHOC0794,Heirloom Cacao Preservation (Guittard),"Los Rios, Hacienda Limon, Orecao, 2014",2014,67%,U.S.A.,3.75,EET
CHOC0795,Heirloom Cacao Preservation (Guittard),"Maunawili, O'ahu, Agri Research C., 2014",2014,67%,U.S.A.,3.75, 
CHOC0796,Heirloom Cacao Preservation (Manoa),"Maunawili, O'ahu, Agri Research C., 2015",2016,72%,U.S.A.,3.5, 
CHOC0797,Heirloom Cacao Preservation (Millcreek),"Los Rios, Hacienda Limon, Orecao, 2015",2016,70%,U.S.A.,3.5,EET
CHOC0798,Heirloom Cacao Preservation (Mindo),"Pinchincha, Mindo, Coop Nueva Esper., 2015",2016,77%,U.S.A.,3.5,EET
CHOC0799,Heirloom Cacao Preservation (Zokoko),"Alto Beni, Upper Rio Beni, 2015",2016,68%,U.S.A.,3.75,"Amazon, ICS"
CHOC0800,Heirloom Cacao Preservation (Zokoko),"Wild Beni, Lower Rio Beni, Tranquilidad, 2015",2016,72%,U.S.A.,4,Beniano
CHOC0801,hello cocoa,Uganda,2015,57%,U.S.A.,2.75,Forastero
CHOC0802,hello cocoa,Venezuela,2015,74%,U.S.A.,3.5,Criollo
CHOC0803,hexx,Tanzania,2015,70%,U.S.A.,2.75, 
CHOC0804,hexx,Madagascar,2015,74%,U.S.A.,3,Trinitario
CHOC0805,hexx,Venezuela,2015,70%,U.S.A.,3, 
CHOC0806,hexx,Ecuador,2015,73%,U.S.A.,3.25, 
CHOC0807,hexx,Peru,2015,70%,U.S.A.,3.25, 
CHOC0808,Hogarth,Akesson's Estate,2016,70%,New Zealand,2.75,Trinitario
CHOC0809,Hogarth,Carenero Superior,2016,72%,New Zealand,2.75,Trinitario
CHOC0810,Hogarth,Conacado,2016,75%,New Zealand,3.25,Trinitario
CHOC0811,Hogarth,Gran Blanco,2016,66%,New Zealand,3.5,Criollo
CHOC0812,Hoja Verde (Tulicorp),Arriba,2009,80%,Ecuador,2,Forastero (Arriba) ASS
CHOC0813,Hoja Verde (Tulicorp),Manabi,2009,80%,Ecuador,2.5,Forastero (Arriba) ASS
CHOC0814,Hoja Verde (Tulicorp),Arriba,2009,72%,Ecuador,3,Forastero (Arriba) ASS
CHOC0815,Hoja Verde (Tulicorp),Arriba,2009,58%,Ecuador,3.25,Forastero (Arriba) ASS
CHOC0816,Hoja Verde (Tulicorp),Manabi,2009,58%,Ecuador,3.5,Forastero (Arriba) ASS
CHOC0817,Holy Cacao,Maranon,2016,70%,Israel,2.75, 
CHOC0818,Holy Cacao,"Camino Verde P., Balao, Guayas",2015,70%,Israel,3.5, 
CHOC0819,Holy Cacao,Sambirano,2015,70%,Israel,3.5,Trinitario
CHOC0820,Holy Cacao,Gran Couva,2015,70%,Israel,3.5,Trinitario
CHOC0821,Holy Cacao,Mara,2015,70%,Israel,3.5, 
CHOC0822,Holy Cacao,Ivory Coast,2009,70%,Israel,2.5, 
CHOC0823,Holy Cacao,Hispaniola,2009,70%,Israel,2.75, 
CHOC0824,Holy Cacao,San Martin,2009,70%,Israel,3.5, 
CHOC0825,Holy Cacao,Hispaniola w/ nibs,2009,75%,Israel,3.75, 
CHOC0826,Honest,"Ecuador, w/ nibs",2014,72%,South Africa,2.5, 
CHOC0827,Hotel Chocolat,"Pepiniere, single Cote",2015,70%,U.K.,2.75, 
CHOC0828,Hotel Chocolat,"Marcial, single Cote, 2012",2013,70%,U.K.,4,Trinitario
CHOC0829,Hotel Chocolat,"Island Growers, 2012, 120hr c.",2013,100%,U.K.,1.75,Trinitario
CHOC0830,Hotel Chocolat (Coppeneur),Trinidad,2013,75%,U.K.,3,Trinitario
CHOC0831,Hotel Chocolat (Coppeneur),Mekong Delta & Dong Nai,2013,80%,U.K.,3.5,Trinitario
CHOC0832,Hotel Chocolat (Coppeneur),"Los Rios, H. Iara",2013,90%,U.K.,3,Forastero (Nacional)
CHOC0833,Hotel Chocolat (Coppeneur),"Somia Plantation, Akesson, 2012",2013,72%,U.K.,3,Trinitario
CHOC0834,Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012",2013,82%,U.K.,3.5,Forastero (Nacional)
CHOC0835,Hotel Chocolat (Coppeneur),"Chanchamayo, Pichanadi, 2012, 60hr c.",2013,100%,U.K.,2.75, 
CHOC0836,Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012, 120hr c.",2013,100%,U.K.,2.5,Forastero (Nacional)
CHOC0837,Hotel Chocolat (Coppeneur),"Conacado, 2012, 120hr c.",2013,100%,U.K.,2.75, 
CHOC0838,Hotel Chocolat (Coppeneur),Sambirano,2012,66%,U.K.,3.5,"Trinitario, Criollo"
CHOC0839,Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 96hr c.",2011,80%,U.K.,3,Forastero (Nacional)
CHOC0840,Hotel Chocolat (Coppeneur),"Island Growers, 120hr c.",2011,65%,U.K.,3,Trinitario
CHOC0841,Hotel Chocolat (Coppeneur),"Island Growers, 96hr c.",2011,65%,U.K.,3.25,Trinitario
CHOC0842,Hotel Chocolat (Coppeneur),Ecuador,2010,70%,U.K.,2.75, 
CHOC0843,Hotel Chocolat (Coppeneur),Santo Domingo,2010,70%,U.K.,3, 
CHOC0844,Hotel Chocolat (Coppeneur),Chuao,2010,70%,U.K.,2.75,Trinitario
CHOC0845,Hotel Chocolat (Coppeneur),St. Lucia,2008,72%,U.K.,3, 
CHOC0846,Hotel Chocolat (Coppeneur),Uganda,2008,80%,U.K.,2.5,Forastero
CHOC0847,Hotel Chocolat (Coppeneur),Tanzania,2008,75%,U.K.,2.75, 
CHOC0848,Hotel Chocolat (Coppeneur),Uba Budo,2008,72%,U.K.,3,Forastero
CHOC0849,Hummingbird,Lam Dong,2015,70%,Canada,3.5,Trinitario
CHOC0850,Hummingbird,Bolivia,2014,70%,Canada,3,"Criollo, Trinitario"
CHOC0851,Hummingbird,"Bolivia, Bo-nib-ia, w/ nibs",2014,70%,Canada,3,"Criollo, Trinitario"
CHOC0852,Hummingbird,Momotombo,2014,70%,Canada,3,Trinitario
CHOC0853,Hummingbird,Hispaniola,2014,70%,Canada,3.75,Trinitario
CHOC0854,Hummingbird,Zorzal Reserva w/ Charles Kerchner,2014,70%,Canada,3.5, 
CHOC0855,Hummingbird,"Ocumare, Cumboto",2013,70%,Canada,3.25,"Trinitario, Criollo"
CHOC0856,Hummingbird,Amazonas,2013,70%,Canada,3.75,Forastero
CHOC0857,Idilio (Felchlin),"Chuao, Venezuela",2013,72%,Switzerland,3.75,Trinitario
CHOC0858,Idilio (Felchlin),Coopertiva Amazona,2011,72%,Switzerland,3.75,Criollo
CHOC0859,Idilio (Felchlin),"Sur del Lago, Amiari Meridena, Zulia, 48hr c.",2011,72%,Switzerland,3.75, 
CHOC0860,Idilio (Felchlin),"Choroni, Finca Torres, 48hr c.",2011,72%,Switzerland,3.25,Criollo
CHOC0861,Idilio (Felchlin),"Ocumare, H. Cata, 48hr c.",2011,72%,Switzerland,3.75,Criollo
CHOC0862,Idilio (Felchlin),"Porcelana, Zulia",2011,74%,Switzerland,4,Criollo
CHOC0863,Idilio (Felchlin),"Ocumare, H. Cata, w/ nibs",2011,72%,Switzerland,3.5,Criollo
CHOC0864,Idilio (Felchlin),"Carenero Superior, Urrutia, Barlovento",2011,70%,Switzerland,4,Trinitario
CHOC0865,Idilio (Felchlin),Coopertiva Amazona w/ nibs,2011,72%,Switzerland,4,Criollo
CHOC0866,Idilio (Felchlin),"Sur del Lago, Amiari Meridena, Zulia, w/ nibs",2011,72%,Switzerland,4, 
CHOC0867,Indah,India (south),2016,61%,India,2.5, 
CHOC0868,Indaphoria,La Red,2012,70%,U.S.A.,3.25, 
CHOC0869,Indaphoria,"Conacado, Manifesto",2012,70%,U.S.A.,2.75, 
CHOC0870,Indi,Honduras,2014,77%,U.S.A.,3, 
CHOC0871,iQ Chocolate,"Satipo region, white label",2012,72%,Scotland,2.75,Criollo
CHOC0872,iQ Chocolate,black label,2012,72%,Scotland,3, 
CHOC0873,Isidro,Madagascar,2014,72%,U.S.A.,3.5,Trinitario
CHOC0874,Isidro,Peru,2014,72%,U.S.A.,2.25, 
CHOC0875,Isidro,Belize,2014,72%,U.S.A.,3.25,Trinitario
CHOC0876,Isidro,Dominican Republic,2014,72%,U.S.A.,3.25, 
CHOC0877,Izard,"Maya Mountain, Toledo, Batch 29",2015,70%,U.S.A.,3.5,Trinitario
CHOC0878,Izard,"Elvesia P., Batch 32",2015,70%,U.S.A.,2.75, 
CHOC0879,Jacque Torres,Trinatario Treasure,2006,71%,U.S.A.,2,Trinitario
CHOC0880,Jordis,Madagascar,2015,63%,Czech Republic,2.75,Trinitario
CHOC0881,Just Good Chocolate,Belize,2014,70%,U.S.A.,3.5,Trinitario
CHOC0882,Just Good Chocolate,Madagascar,2014,70%,U.S.A.,3.5,Trinitario
CHOC0883,Just Good Chocolate,Peru,2014,70%,U.S.A.,4, 
CHOC0884,Kah Kow,"Rizek Cacao, Cibao Valley, Domin. Rep.",2013,70%,Domincan Republic,3.5, 
CHOC0885,Kah Kow,"Rizek Cacao, Domin. Rep.",2013,82%,Domincan Republic,3, 
CHOC0886,Kah Kow,"Rizek Cacao, Domin. Rep.",2013,55%,Domincan Republic,3.25, 
CHOC0887,Kah Kow,"Rizek Cacao, Domin. Rep.",2013,62%,Domincan Republic,3.25, 
CHOC0888,Kakao,Peru,2012,64%,Germany,2.5, 
CHOC0889,Kakao,Vanuatu,2009,65%,Germany,3.75,Trinitario
CHOC0890,Kallari (Ecuatoriana),Sisa 36hr/ W. F. blend prototype,2008,70%,Ecuador,3, 
CHOC0891,Kallari (Ecuatoriana),Sisa's Secret/ original micro,2008,70%,Ecuador,3.5, 
CHOC0892,Kallari (Ecuatoriana),Roberto,2008,75%,Ecuador,2.75, 
CHOC0893,Kallari (Ecuatoriana),Diego/ original micro,2008,85%,Ecuador,2.5, 
CHOC0894,Kallari (Ecuatoriana),Diego 48hr/ W.F. blend prototype,2008,85%,Ecuador,2.75, 
CHOC0895,Kallari (Ecuatoriana),Diego 60hr/ W.F. blend prototype,2008,85%,Ecuador,3, 
CHOC0896,Kallari (Ecuatoriana),Cacao Nacional W.F.,2008,75%,Ecuador,2.5, 
CHOC0897,Kallari (Ecuatoriana),Cacao Nacional W.F.,2008,85%,Ecuador,3, 
CHOC0898,Kaoka (Cemoi),Noir,2009,70%,France,2.75, 
CHOC0899,Kaoka (Cemoi),Ecuador,2009,80%,France,2.75, 
CHOC0900,Kerchner,"La Red, Project Reserva, Guaconejo",2013,70%,U.S.A.,3.75, 
CHOC0901,Ki' Xocolatl,Dark,2009,72%,Mexico,2, 
CHOC0902,Kiskadee,"La Red, Guanconjeco",2014,60%,U.S.A.,3,Trinitario
CHOC0903,Kto,San Martin,2014,72%,U.S.A.,2.5, 
CHOC0904,Kto,Ocumare,2014,72%,U.S.A.,2.75, 
CHOC0905,Kto,Belize,2014,72%,U.S.A.,3,Trinitario
CHOC0906,Kto,Sambirano Valley,2014,72%,U.S.A.,3.25,Trinitario
CHOC0907,Kto,Belize,2014,90%,U.S.A.,3.25,Trinitario
CHOC0908,Kto,Elvesia,2014,72%,U.S.A.,3.25, 
CHOC0909,Kto,ROIG,2014,72%,U.S.A.,3.25, 
CHOC0910,K'ul,"Kafupbo, Petit Bourg, De Borgnes",2016,70%,U.S.A.,3.25, 
CHOC0911,K'ul,"Maranon, Fortunato No. 4",2016,70%,U.S.A.,2.75,Forastero (Nacional)
CHOC0912,K'ul,"Los Rios, Hacienda Limon, Heirloom",2016,70%,U.S.A.,3.75, 
CHOC0913,K'ul,"Bahia, Fazenda Camboa",2016,70%,U.S.A.,3.75,Forastero
CHOC0914,Kyya,Uganda,2014,72.5%,U.S.A.,2.5,Forastero
CHOC0915,Kyya,Hispaniola,2014,72.5%,U.S.A.,3, 
CHOC0916,Kyya,Ecuador,2014,72.5%,U.S.A.,2.5, 
CHOC0917,Kyya,Madagascar,2014,72.5%,U.S.A.,3,Trinitario
CHOC0918,L.A. Burdick (Felchlin),Peru,2012,74%,U.S.A.,3.25, 
CHOC0919,L.A. Burdick (Felchlin),Brazil,2012,70%,U.S.A.,4, 
CHOC0920,L.A. Burdick (Felchlin),Chuao,2012,68%,U.S.A.,3.75,Trinitario
CHOC0921,L.A. Burdick (Felchlin),Quito,2011,74%,U.S.A.,3.75, 
CHOC0922,L.A. Burdick (Felchlin),Grenada,2010,75%,U.S.A.,3.25,Trinitario
CHOC0923,L.A. Burdick (Felchlin),Dominican Republic,2010,74%,U.S.A.,3.75, 
CHOC0924,L.A. Burdick (Felchlin),Venzuela,2010,71%,U.S.A.,3, 
CHOC0925,L.A. Burdick (Felchlin),Madagascar,2009,64%,U.S.A.,3.5,Trinitario
CHOC0926,L.A. Burdick (Felchlin),Bolivian,2009,68%,U.S.A.,3, 
CHOC0927,La Chocolaterie Nanairo,"Lumas, 2015 Harvest, Batch 6, brown sugar",2016,70%,Japan,2.25,"Trinitario, Criollo"
CHOC0928,La Chocolaterie Nanairo,"Lumas, 2015 Harvest, Batch 7",2016,70%,Japan,2.5,"Trinitario, Criollo"
CHOC0929,La Chocolaterie Nanairo,"Tumbes, 2013 Harvest, Batch 8",2016,70%,Japan,3,Criollo
CHOC0930,La Chocolaterie Nanairo,"Belize, 2014 Harvest, Batch 9",2016,70%,Japan,3,"Trinitario, Criollo"
CHOC0931,La Maison du Chocolat (Valrhona),"Cuana, 2013",2013,74%,France,2.75, 
CHOC0932,La Maison du Chocolat (Valrhona),Tobago,2013,60%,France,3.25, 
CHOC0933,La Maison du Chocolat (Valrhona),"Acarigua, w/ nibs",2013,56%,France,3.25, 
CHOC0934,La Maison du Chocolat (Valrhona),Loma Sotavento,2012,66%,France,3.5, 
CHOC0935,La Maison du Chocolat (Valrhona),Grenada,2011,68%,France,3.5,Trinitario
CHOC0936,La Maison du Chocolat (Valrhona),Akosombo,2009,68%,France,3.25,Forastero
CHOC0937,La Maison du Chocolat (Valrhona),"Porcelana, Pariguan",2009,69%,France,3.5,Criollo (Porcelana)
CHOC0938,La Maison du Chocolat (Valrhona),Kuruba,2009,60%,France,3, 
CHOC0939,La Maison du Chocolat (Valrhona),Orinoco,2009,60%,France,3.75, 
CHOC0940,La Maison du Chocolat (Valrhona),"Cuana, 2008",2008,74%,France,3.5,Blend
CHOC0941,La Oroquidea,Peruvian Amazon,2011,72%,Peru,2.5, 
