Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Shazam Counts,Explicit Track,Release Year,Total_Popularity_Score,Cross_Platform_Count,Release_Year,Artist_Song_Count,YouTube_Engagement_Rate,TikTok_Engagement_Rate
Fouji Fojan Lofi 2 (feat. Aamin Barodi & Sapna Choudhary),Fouji Fojan 2 Lofi (feat. Aamin Barodi & Sapna Choudhary),Raj Mawer,3/14/2024,ING642402006,2088,31.6,41746.0,2.0,31.0,67.0,65576400.0,290795.0,182200.0,26534406.0,265917250.0,98142716.0,28.0,5953.5,86.0,15.0,237120.5,17.0,12735768.5,7832.0,3.0,0,2024,0.001719097,0,2024.0,1,0.0044344612,145.63261
A Cara do Crime (Nï¿½ï¿½s Incom,A Cara do Crime (Nï¿½ï¿½s Incom,Mc Poze do Rodo,5/27/2021,BCM9A2100020,2076,31.6,167885360.0,35425.0,5269761.0,59.0,623156030.0,4494258.0,62871.0,2554504.0,35359820.0,196485248.0,14.0,4.0,86.0,17.0,257093.0,7.0,12735768.5,7832.0,288490.0,1,2021,0.025832584,1,2021.0,1,0.0072120926,40.63025
Overseas,Overseas,D-Block Europe,11/18/2021,GB2DY2100828,2086,31.6,216354400.0,90545.0,5425432.0,64.0,92356900.0,647095.0,27652.0,13161166.0,148927892.0,33939271.0,14.0,5281.0,10.0,4.0,9626.0,11.0,38951.0,275.0,1065136.0,1,2021,0.018917097,0,2021.0,2,0.007006472,475.93994
"I Pï¿½ï¿½ï¿½ ME, TU P","I Pï¿½ï¿½ï¿½ ME, TU P",Geolier,2/7/2024,ITQ002400009,2079,31.6,85967230.0,4033.0,5992539.0,71.0,55372624.0,370683.0,182200.0,26534406.0,265917250.0,615937940.0,14.0,7065.0,86.0,2.0,3097701.0,22.0,967.0,7832.0,162032.0,0,2024,0.008200443,0,2024.0,2,0.006694355,145.63261
Monster (Shawn Mendes &amp; Justin Bieber),Monster,Shawn Mendes,11/20/2020,USUM72018810,2075,31.6,606018940.0,77941.0,24028281.0,61.0,249997550.0,4474871.0,148379.0,24539124.0,177089056.0,147014107.0,129.0,155635.0,86.0,39.0,360380.0,38.0,38810977.0,10996.0,2455342.0,0,2020,0.052635208,2,2020.0,11,0.017899662,165.38028
Last Friday Night (T.G.I.F.),Teenage Dream,Katy Perry,1/1/2010,USCA21001264,2084,31.6,1144535800.0,170779.0,83827327.0,71.0,1604084100.0,8081370.0,96013.0,58785470.0,592235618.0,1563364588.0,85.0,120606.0,79.0,40.0,395080.0,31.0,352629859.0,633232.0,4134026.0,0,2010,0.12270002,2,2010.0,11,0.005037997,612.2594
Circo Loco,Her Loss,Drake,11/4/2022,USUG12208606,2077,31.6,201467070.0,74719.0,15970383.0,65.0,20937004.0,225873.0,21780.0,12829866.0,119899800.0,98142716.0,25.0,1.0,633.0,5.0,139795.0,8.0,31344634.0,4389.0,765958.0,1,2022,0.016294848,0,2022.0,68,0.0107882675,589.03937
Kiss Me More (feat. SZA),Kiss Me More (feat. SZA),Doja Cat,4/8/2021,USRC12100760,2083,31.6,1823871900.0,8460.0,1666482.0,46.0,462218270.0,4949298.0,182200.0,26534406.0,265917250.0,2309356254.0,90.0,111842.0,86.0,2.0,6198.0,2.0,12735768.5,7832.0,854584.0,0,2021,0.15181322,2,2021.0,19,0.01070771,145.63261
Canï¿½ï¿½n Saï¿½ï,Canï¿½ï¿½n Saï¿½ï,Semicenk,4/21/2023,FRX282385759,2082,31.6,141252430.0,15291.0,5154828.0,69.0,194066160.0,587390.0,21400.0,722246.0,23818069.0,297624271.0,11.0,7224.0,86.0,1.0,1566667.0,17.0,12735768.5,7832.0,523400.0,0,2023,0.014970451,1,2023.0,8,0.0030267565,33.748283
Limbo,Freddie's Inferno,Freddie Dredd,8/11/2022,USRC12201645,2080,31.6,290154140.0,78735.0,11859340.0,68.0,23082946.0,421187.0,212440.0,107112710.0,914597307.0,909289.0,8.0,1155.0,3.0,10.0,97797.0,1.0,2050356.0,6853.0,2165418.0,1,2022,0.02458221,2,2022.0,1,0.018246718,504.19983
Laad Piya Ke,Laad Piya Ke,Raju Punjabi,5/4/2022,INA1I1900134,2087,31.6,17675254.0,894.0,101013.0,55.0,573015230.0,1299244.0,182200.0,26534406.0,265917250.0,23808458.0,28.0,5953.5,86.0,15.0,237120.5,17.0,14.0,7832.0,65032.0,0,2022,0.013454558,1,2022.0,1,0.002267383,145.63261
Coco Cola,Coco Cola,Ruchika Jangid,9/4/2020,INN172010039,2081,31.6,16483067.0,1547.0,487542.0,53.0,1019712260.0,4023690.0,182200.0,26534406.0,265917250.0,98142716.0,28.0,5953.5,86.0,15.0,237120.5,17.0,12735768.5,7832.0,41569.0,0,2020,0.022483913,1,2020.0,1,0.0039459085,145.63261
DUELE EL CORAZON,The RCA-List (Vol. 2),Enrique Iglesias,1/1/2016,USRC11600642,2100,31.5,654612540.0,69811.0,19744540.0,63.0,1571210800.0,5796659.0,62284.0,4778610.0,57898629.0,393609199.0,81.0,1510.0,80.0,72.0,256459.0,27.0,108942938.0,37369.0,9176132.0,0,2016,0.08311887,2,2016.0,4,0.003689295,76.721695
The Code,The Code,Nemo,2/29/2024,DEUM72401182,2091,31.5,52925520.0,4755.0,12993786.0,79.0,35640836.0,468153.0,182200.0,456500.0,7397500.0,2606582.0,37.0,5288.0,86.0,35.0,490971.0,34.0,12735768.5,7832.0,178195.0,0,2024,0.004854728,0,2024.0,1,0.013135326,2.5054803
Jï¿½ï¿½lale,Jï¿½ï¿½lale,Bb trickz,5/2/2024,ES5022400953,2102,31.5,23649304.0,1089.0,13373487.0,73.0,18261218.0,229451.0,20327.0,221800.0,1395100.0,2297932.0,5.0,3.0,85.0,4.0,27568.0,17.0,15096.0,85.0,114774.0,0,2024,0.0022171817,0,2024.0,1,0.012564988,10.911108
A Puro Dolor,A Puro Dolor - Single,Gabito Ballesteros,12/2/2023,USA2P2355925,2098,31.5,145332160.0,8065.0,19954898.0,80.0,79026830.0,407599.0,182200.0,115698.0,670588.0,1351870315.0,8.0,701.0,7.0,8.0,8103118.0,4.0,738838.0,412.0,233530.0,0,2023,0.012930202,0,2023.0,3,0.0051577417,0.6350075
Baddie,I'VE MINE,IVE,10/13/2023,QMDA72364152,2094,31.5,97738080.0,9673.0,7806354.0,67.0,105403650.0,1173505.0,93100.0,58913004.0,599706698.0,563430275.0,13.0,1245.0,39.0,4.0,230164.0,18.0,228952.0,943.0,198905.0,0,2023,0.010598341,0,2023.0,9,0.011133447,632.78595
Prisoner (feat. Dua Lipa),Prisoner (feat. Dua Lipa),Miley Cyrus,11/20/2020,USRC12003364,2101,31.5,795449860.0,89489.0,26707311.0,67.0,156172640.0,2182645.0,59449.0,27673272.0,248223677.0,18039448.0,199.0,204128.0,65.0,72.0,1381166.0,38.0,34048116.0,9490.0,2311374.0,0,2020,0.06551181,2,2020.0,13,0.013975854,465.48822
Why Not,Why Not,Ghostface Playa,4/1/2022,QM4TX2235296,2099,31.5,187925730.0,56849.0,20452829.0,64.0,132788070.0,1959343.0,86033.0,73834050.0,790515512.0,1740665.0,12.0,6.0,86.0,2.0,83044.0,1.0,12735768.5,7832.0,1400731.0,1,2022,0.018390998,0,2022.0,1,0.014755421,858.19617
Got It On Me,Shoot For The Stars Aim For The Moon,Pop Smoke,7/3/2020,USUM72013361,2096,31.5,501468320.0,167938.0,19174702.0,67.0,145512290.0,2125906.0,65170.0,21468930.0,199737055.0,45400.0,8.0,2184.0,86.0,4.0,1200.0,17.0,34152485.0,18559.0,855218.0,1,2020,0.0423181,1,2020.0,13,0.014609811,329.4246
intro (end of the world),eternal sunshine,Ariana Grande,3/8/2024,USUM72317270,2090,31.5,216386560.0,6696.0,14339377.0,82.0,4613304.0,63775.0,182200.0,26534406.0,265917250.0,98142716.0,15.0,140.0,86.0,1.0,12028.0,7.0,177763.0,317.0,367285.0,1,2024,0.017317655,0,2024.0,26,0.013824362,145.63261
All I Want for Christmas Is You,Merry Christmas,Mariah Carey,1/1/1994,USSM19400325,2097,31.5,1810649700.0,109411.0,45003974.0,60.0,824500160.0,7455155.0,18894720.0,1432228000.0,15963128797.0,29891688.0,418.0,131873.0,139.0,143.0,1390899.0,125.0,304497253.0,3556791.0,6531412.0,0,1994,0.17814294,3,1994.0,2,0.009042031,75.80043
La Rompe Corazones,La Rompe Corazones,Daddy Yankee,1/13/2017,US2BU1603070,2093,31.5,526264400.0,48041.0,19056854.0,66.0,1423626100.0,4711667.0,307866.0,4422112.0,34073736.0,252888925.0,38.0,7362.0,51.0,30.0,301234.0,15.0,197389672.0,41508.0,1741563.0,0,2017,0.070107386,3,2017.0,11,0.0033096247,14.363712
QUE ME FALTE TODO,QUE ME FALTE TODO,Luck Ra,10/26/2023,CLPP22300109,2089,31.5,83544480.0,7535.0,12487998.0,66.0,106772776.0,296327.0,67500.0,1213643.0,19661922.0,224854786.0,2.0,5020.0,86.0,17.0,323249.0,1.0,2001.0,7832.0,80972.0,0,2023,0.008701929,0,2023.0,5,0.002775314,17.979645
How To Fly (Abbey Road Remaster 2024),Caress Your Soul (Abbey Road Remaster 2024),Sticky Fingers,3/8/2024,AUUR12400049,2092,31.5,190342130.0,60.0,16287.0,67.0,148269620.0,1257935.0,182200.0,26534406.0,265917250.0,98142716.0,28.0,2.0,86.0,15.0,237120.5,17.0,43142557.0,9314.0,854584.0,0,2024,0.018223628,0,2024.0,1,0.008484112,145.63261
Dj Dayak Full Beat Lagu Malihi Janji,Dj Dayak Full Beat Lagu Malihi Janji,Jeremya Ginting,12/6/2022,SGB502295030,2095,31.5,3211473.0,678.0,245209.0,67.0,148269620.0,1257935.0,2851400.0,64372904.0,1451994379.0,98142716.0,28.0,5953.5,86.0,15.0,237120.5,17.0,12735768.5,7832.0,854584.0,0,2022,0.0041918918,1,2022.0,1,0.008484112,22.575888
Si Estuviï¿½ï¿½semos Ju,X 100PRE,Bad Bunny,12/23/2018,QM7281884729,2106,31.4,893876740.0,86788.0,30501893.0,75.0,824238460.0,5274687.0,77115.0,19235428.0,127896618.0,149369272.0,21.0,816.0,86.0,10.0,69243.0,1.0,62373085.0,9719.0,1305163.0,1,2018,0.08669784,2,2018.0,60,0.0063994685,249.43501
360,360,Charli xcx,5/10/2024,USAT22401341,2104,31.4,31940304.0,3363.0,94336088.0,76.0,3784807.0,147917.0,182200.0,26534406.0,265917250.0,190472731.0,85.0,1488.0,132.0,38.0,7757359.0,69.0,109331.0,130.0,50140.0,1,2024,0.0029406867,0,2024.0,4,0.039082035,145.63261
GATA ONLY (Con Cris MJ),GATA ONLY (Con Cris MJ),FloyyMenor,2/2/2024,QZDA62409561,2105,31.4,668280500.0,3.0,346.0,67.0,148269620.0,1257935.0,182200.0,26534406.0,265917250.0,98142716.0,28.0,5953.5,86.0,15.0,237120.5,17.0,12735768.5,7832.0,854584.0,0,2024,0.055433486,1,2024.0,5,0.008484112,145.63261
El Perdï¿½,Full Circle: The Live Anthology,Nicky Jam,11/20/2011,USSD11500005,2108,31.4,869024640.0,91687.0,30002977.0,69.0,1937330400.0,6059523.0,101928.0,5141327.0,67188077.0,270306685.0,111.0,53221.0,78.0,69.0,420802.0,43.0,489534594.0,237999.0,6946052.0,0,2011,0.10729373,2,2011.0,8,0.00312777,50.44029
Love Scars,A Love Letter To You,Trippie Redd,5/14/2017,QMEU31704830,2103,31.4,402970880.0,78206.0,11962192.0,35.0,101938750.0,1029804.0,252850.0,36416884.0,249602373.0,32722.0,51.0,10.0,86.0,15.0,41759.0,1.0,34138922.0,56843.0,745513.0,1,2017,0.033972014,2,2017.0,3,0.010102194,144.02509
Die Hard,Mr. Morale & The Big Steppers,Kendrick Lamar,5/13/2022,USUM72208965,2107,31.4,318340380.0,83638.0,10749840.0,71.0,43714390.0,491664.0,3974.0,1738489.0,11351079.0,7985091.0,36.0,57147.0,121.0,8.0,116857.0,33.0,11750858.0,3197.0,1032548.0,1,2022,0.025701659,1,2022.0,18,0.011247211,437.356
Akher Yawm,Akher Yawm - Single,Ghaliaa,8/7/2023,SGW502328333,2109,31.4,447624.0,133.0,28248.0,35.0,20172.0,453.0,1600000.0,23539380.0,479314735.0,98142716.0,28.0,7.0,86.0,15.0,237120.5,17.0,12735768.5,7832.0,42579.0,0,2023,0.00036941815,1,2023.0,1,0.022505328,14.712104
Ascend,Ascend - Single,Dezko,6/9/2023,QM7282324662,2114,31.3,76305260.0,31142.0,26310863.0,66.0,59140996.0,748335.0,161889.0,9494127.0,159434907.0,863864.0,8.0,12078.0,19.0,18.0,354311.0,17.0,73608.0,223.0,1327579.0,0,2023,0.0072831963,0,2023.0,1,0.012653423,58.64555
SI SABE FERXXO,SI SABE FERXXO,Blessd,1/24/2024,QZZ3N2400002,2117,31.3,124020750.0,8723.0,37831803.0,74.0,32907128.0,291898.0,182200.0,26534406.0,265917250.0,400807241.0,17.0,9413.0,38.0,21.0,1797464.0,13.0,675788.0,92.0,194069.0,1,2024,0.010704321,0,2024.0,3,0.008870387,145.63261
Wind Up Missin' You,Wind Up Missin' You - Single,Tucker Wetmore,3/29/2024,QM24S2401097,2116,31.3,58496776.0,5573.0,30858408.0,74.0,6718753.0,63141.0,182200.0,1252899.0,50112477.0,185661403.0,22.0,2759.0,10.0,15.0,237120.5,13.0,2000917.0,1861.0,233617.0,1,2024,0.0047091576,0,2024.0,2,0.009397874,6.8764715
No Limit,No Limit,G-Eazy,9/7/2017,USRC11702117,2118,31.3,660710460.0,90212.0,20770256.0,62.0,814200200.0,5248262.0,53877.0,9086422.0,50335494.0,203173355.0,122.0,2881.0,100.0,21.0,98271.0,25.0,300586467.0,132755.0,5468546.0,1,2017,0.06819558,2,2017.0,4,0.0064459126,168.64812
ten,ten,Fred again..,10/13/2023,GBAHS2301151,2110,31.3,80795110.0,29807.0,14707999.0,67.0,3922613.0,53253.0,182200.0,26534406.0,265917250.0,98142716.0,30.0,5576.0,45.0,11.0,116217.0,15.0,415038.0,218.0,394864.0,0,2023,0.006747088,0,2023.0,6,0.013576151,145.63261
"Dance For Me (1, 2, 3) - Stutter Techno","Dance For Me (1, 2, 3) [Stutter Techno]",Sonny Wern,10/6/2023,NL1DT2300205,2115,31.3,87323896.0,31519.0,22810387.0,67.0,148269620.0,1257935.0,21439.0,8893299.0,119926922.0,98142716.0,20.0,2057.0,86.0,22.0,142486.0,10.0,12735768.5,7832.0,403097.0,0,2023,0.009952649,0,2023.0,1,0.008484112,414.79944
Paro,Paro,Nej,5/21/2021,FR96X2142743,2112,31.3,120054360.0,36872.0,4548963.0,56.0,468441200.0,5119403.0,864786.0,91708540.0,1160667367.0,113281222.0,6.0,19109.0,86.0,8.0,158949.0,17.0,12735768.5,7832.0,2275813.0,1,2021,0.0202152,2,2021.0,2,0.0109285945,106.047554
HOPE,HOPE,NF,2/16/2023,USUM72300445,2111,31.3,164875580.0,40366.0,16074335.0,64.0,124609200.0,2299632.0,23876.0,25274888.0,261238878.0,110745374.0,10.0,577.0,86.0,5.0,5883.0,7.0,6507190.0,4734.0,557175.0,0,2023,0.01573987,0,2023.0,7,0.01845476,1058.5454
On My Way,On My Way,Alan Walker,3/21/2019,NOG841901010,2119,31.3,670068700.0,75834.0,16363220.0,67.0,665559000.0,11599426.0,1228819.0,61987056.0,713445624.0,350041385.0,57.0,23803.0,86.0,25.0,534986.0,17.0,9236402.0,13251.0,4910579.0,1,2019,0.0666399,3,2019.0,12,0.017428098,50.444374
You Need To Calm Down,You Need To Calm Down,Taylor Swift,6/14/2019,USUG11901470,2113,31.3,935098900.0,63937.0,44356528.0,75.0,437794050.0,5982989.0,115567.0,38779190.0,255624404.0,281696624.0,159.0,70122.0,379.0,39.0,1053627.0,59.0,181933830.0,170370.0,2751022.0,0,2019,0.082292974,2,2019.0,63,0.01366622,335.553
Dancinï¿½ï¿½ï¿½ In The C,Dancin' In The Country,Tyler Hubbard,8/19/2022,USUM72206481,2129,31.2,142607310.0,17721.0,11539344.0,67.0,13270587.0,89854.0,14841.0,2675513.0,40035442.0,98142716.0,28.0,301252.0,131.0,2.0,89250.0,26.0,50982434.0,6178.0,596894.0,0,2022,0.011411576,0,2022.0,3,0.0067709885,180.2664
Starting Over,Starting Over,Chris Stapleton,8/27/2020,USUM72013812,2134,31.2,320586180.0,52739.0,9354750.0,71.0,174357040.0,850627.0,20041.0,5682477.0,50043423.0,414350862.0,50.0,105621.0,86.0,12.0,99431.0,35.0,391540206.0,40645.0,1663359.0,0,2020,0.028600415,2,2020.0,5,0.0048786555,283.5285
295,Moosetape,Sidhu Moose Wala,5/15/2021,INU252102408,2130,31.2,267897490.0,21677.0,5861599.0,68.0,677472400.0,11160045.0,135126.0,7799090.0,98802368.0,628498.0,8.0,52.0,86.0,15.0,237120.5,3.0,12735768.5,7832.0,335298.0,0,2021,0.03480271,2,2021.0,3,0.016473064,57.716747
Gangsta's Paradise (feat. L.V.),...And You Don't Stop - A Celebration of 50 Years of Hip Hop,Coolio,8/11/2023,USTB12300126,2128,31.2,1666699800.0,7.0,2021.0,35.0,148269620.0,1257935.0,182200.0,26534406.0,265917250.0,98142716.0,28.0,5953.5,86.0,15.0,237120.5,17.0,12735768.5,7832.0,854584.0,0,2023,0.13316533,1,2023.0,3,0.008484112,145.63261
Gulabi Sharara,Gulabi Sharara,Inder Arya,7/27/2023,INS7A2500864,2122,31.2,17389540.0,1613.0,158758.0,53.0,219300210.0,1776778.0,70.0,2742.0,38956.0,98142716.0,28.0,23.0,86.0,15.0,237120.5,17.0,12735768.5,7832.0,854584.0,0,2023,0.005832213,1,2023.0,1,0.00810204,38.633804
Otro Atardecer,Un Verano Sin Ti,Bad Bunny,5/6/2022,QM6MZ2214891,2126,31.2,426439000.0,58352.0,12590067.0,71.0,187059920.0,1140762.0,63700.0,33219040.0,232987490.0,20261939.0,15.0,5953.5,2.0,2.0,605.0,3.0,17983505.0,2209.0,961174.0,0,2022,0.037492007,2,2022.0,60,0.006098383,521.4838
ýýlle de Sen,ýýlle de Sen - Single,Muti,11/17/2023,TRCGH2300006,2132,31.2,49630584.0,7644.0,1077118.0,67.0,102074136.0,305216.0,38600.0,70954.0,6598274.0,304330982.0,3.0,1611.0,86.0,1.0,716.0,17.0,12735768.5,7832.0,182499.0,0,2023,0.0059493864,0,2023.0,1,0.0029901504,1.8381648
Soweto,Outlaw,Victony,5/6/2022,QZAKB2164097,2123,31.2,133353890.0,40696.0,2870988.0,69.0,152140800.0,845642.0,727366.0,52119320.0,614798320.0,15477584.0,43.0,16437.0,17.0,7.0,285721.0,13.0,3943214.0,1143.0,3191942.0,1,2022,0.014229174,2,2022.0,2,0.005558292,71.65478
Enjoy,Enjoy,Jux,7/14/2023,ZA56E2303708,2127,31.2,7403756.0,2938.0,535879.0,35.0,13523535.0,99905.0,1397962.0,20258246.0,519353900.0,98142716.0,7.0,2810.0,86.0,1.0,9961.0,17.0,12735768.5,7832.0,963170.0,0,2023,0.0011401527,1,2023.0,1,0.007387565,14.4912615
Poland,Poland - Single,Lil Yachty,10/4/2022,USUG12207318,2131,31.2,142817890.0,52177.0,9387393.0,58.0,9564773.0,374693.0,22311.0,9529259.0,134444259.0,98142716.0,30.0,155.0,1846.0,12.0,132440.0,3.0,2712267.0,5088.0,194400.0,1,2022,0.011449615,0,2022.0,4,0.03917437,427.09125
BBY BOO,BBY BOO,iZaak,12/21/2023,USWL12303270,2125,31.2,6172030.0,1159.0,1788765.0,67.0,107931540.0,709294.0,182200.0,26534406.0,265917250.0,1207655028.0,1.0,11.0,167.0,15.0,237120.5,17.0,282002.0,337.0,55459.0,1,2023,0.0030613206,0,2023.0,2,0.006571712,145.63261
Brillarosa,Dolido Pero No Arrepentido - EP,Fuerza Regida,2/9/2024,QZ9QQ2400124,2120,31.2,69834730.0,3512.0,8863236.0,67.0,51351890.0,269848.0,182200.0,392037.0,8104799.0,125921167.0,14.0,2.0,86.0,4.0,15528.0,17.0,6181348.0,1338.0,259092.0,0,2024,0.006491119,0,2024.0,14,0.005254899,2.1516786
Bertaraf,Sir,Canbay & Wolker,9/29/2023,QZTPX2361588,2124,31.2,71190584.0,7887.0,3440542.0,70.0,127886160.0,447006.0,32200.0,607922.0,16097834.0,294412315.0,5.0,2245.0,86.0,2.0,15685.0,17.0,12735768.5,7832.0,412007.0,0,2023,0.008162681,0,2023.0,1,0.0034953507,18.87901
U My Everything (feat. Drake),In Sexyy We Trust,Sexyy Red,5/24/2024,QZS7J2409861,2133,31.2,13671209.0,1332.0,35500278.0,71.0,3143016.0,58858.0,182200.0,88700.0,400300.0,126237885.0,42.0,1687.0,86.0,4.0,329075.0,61.0,12735768.5,7832.0,130550.0,1,2024,0.0011297131,0,2024.0,4,0.018726911,0.48683047
Devil Eyes,Providence,Hippie Sabotage,2/5/2016,US7SR1600006,2121,31.2,769295100.0,195653.0,20289921.0,71.0,706646460.0,7579662.0,1332046.0,279290940.0,3016090659.0,9087.0,10.0,1035.0,86.0,8.0,40306.0,8.0,86076969.0,41269.0,8579839.0,0,2016,0.07828993,3,2016.0,1,0.010726245,209.6705
m y . l i f e (with 21 Savage & Morray),The Off-Season,J. Cole,5/14/2021,QMJMT2103634,2135,31.1,436133200.0,124236.0,21455262.0,68.0,78305304.0,910889.0,182200.0,26534406.0,265917250.0,26806812.0,78.0,30793.0,14.0,7.0,38073.0,16.0,42756940.0,16650.0,1399160.0,1,2021,0.035930905,1,2021.0,10,0.011632545,145.63261
I'm Yours,DDB Hitzone Best Of 2008,Jason Mraz,1/1/2008,USEE10800667,2136,31.1,1878098600.0,241725.0,103480270.0,72.0,359866270.0,1614148.0,117533.0,21898820.0,175364993.0,1243907.0,230.0,1643.0,257.0,404.0,1238731.0,84.0,1463624043.0,938632.0,12571538.0,0,2008,0.15387905,2,2008.0,2,0.0044854134,186.31903
"Going, Going, Gone",Growin' Up,Luke Combs,6/24/2022,US6XF2100240,2139,31.1,192633760.0,25097.0,5307004.0,72.0,43607584.0,203727.0,33285.0,7739782.0,45564333.0,231390112.0,12.0,199434.0,199.0,1.0,71.0,8.0,130204437.0,8785.0,420418.0,0,2022,0.015997816,0,2022.0,13,0.004671848,232.52367
HISS,HISS,Megan Thee Stallion,1/26/2024,USAT22400675,2141,31.1,80952540.0,6104.0,23088210.0,67.0,45378270.0,1259297.0,182200.0,603800.0,3270700.0,617644065.0,26.0,3.0,43.0,10.0,447386.0,27.0,13712563.0,3568.0,136893.0,1,2024,0.0072377133,0,2024.0,9,0.027751124,3.3139281
Baarish Ki Jaaye,Baarish Ki Jaaye,B Praak,3/27/2021,INUM72100017,2142,31.1,53064180.0,6163.0,1029980.0,53.0,700321540.0,7293139.0,874600.0,10595202.0,144528086.0,242150653.0,1.0,40.0,86.0,15.0,237120.5,2.0,12638.0,7832.0,216531.0,0,2021,0.018583195,2,2021.0,6,0.0104139885,12.114327
Company,Company,Emiway Bantai,1/22/2023,FR2X42304449,2144,31.1,39899016.0,2423.0,691567.0,49.0,279246660.0,4502050.0,562900.0,4399190.0,93470365.0,795121.0,28.0,25.0,86.0,15.0,237120.5,4.0,12735768.5,7832.0,71016.0,0,2023,0.008871306,2,2023.0,1,0.01612213,7.8152127
get him back!,GUTS,Olivia Rodrigo,9/8/2023,USUG12305007,2140,31.1,287164580.0,1732.0,465956.0,67.0,148269620.0,1257935.0,182200.0,26534406.0,265917250.0,98142716.0,15.0,160631.0,86.0,15.0,237120.5,17.0,12735768.5,7832.0,854584.0,0,2023,0.025761733,1,2023.0,20,0.008484112,145.63261
LA PEOPLE,LA PEOPLE,Peso Pluma,6/22/2023,QM7282306250,2143,31.1,261311120.0,21917.0,17543809.0,75.0,73174350.0,286276.0,1153.0,927518.0,10791305.0,37990067.0,4.0,20.0,86.0,2.0,4836584.0,5.0,6592452.0,5558.0,220819.0,1,2023,0.021851746,1,2023.0,22,0.003912259,803.7426
BRAZILIAN DANï¿½ï¿½A P,BRAZILIAN DANï¿½ï¿½A P,6YNTHMANE,5/12/2023,QM6N22383605,2137,31.1,185914930.0,28387.0,19122650.0,72.0,114153940.0,1500822.0,182200.0,26534406.0,265917250.0,86472968.0,1.0,2.0,86.0,2.0,491228.0,5.0,313124.0,1606.0,1114212.0,1,2023,0.017182259,0,2023.0,1,0.013147361,145.63261
REACT,REACT,Switch Disco,1/13/2023,GBARL2202525,2138,31.1,137897920.0,26625.0,54204917.0,69.0,61438932.0,366832.0,7625.0,1462045.0,33714095.0,149081593.0,73.0,122035.0,7.0,56.0,995516.0,23.0,23180.0,59.0,1621052.0,0,2023,0.012011359,0,2023.0,1,0.0059706927,191.7186
Ocean,OCEAN,KAROL G,5/3/2019,USUM71904901,2149,31.0,312111550.0,30520.0,12759646.0,66.0,722096260.0,5368740.0,2197372.0,51993052.0,661920679.0,25343710.0,32.0,5415.0,392.0,28.0,148329.0,19.0,62924532.0,59516.0,1139084.0,0,2019,0.039783824,3,2019.0,32,0.007434938,23.661459
Wrecked,Wrecked,Imagine Dragons,7/2/2021,USUM72110166,2153,31.0,309587420.0,57487.0,5571645.0,64.0,199356850.0,1545728.0,13246.0,4225615.0,34312597.0,318221542.0,38.0,114484.0,64.0,15.0,234536.0,31.0,99574335.0,12684.0,3334562.0,0,2021,0.028233951,2,2021.0,16,0.0077535785,318.98663
Think U The Shit (Fart),Think U The Shit (Fart),Ice Spice,1/26/2024,USUG12400704,2155,31.0,82013580.0,8321.0,17390936.0,67.0,35869264.0,594381.0,182200.0,3783.0,40600.0,296107101.0,15.0,428.0,514.0,12.0,470265.0,21.0,3075586.0,5575.0,504447.0,1,2024,0.007117613,0,2024.0,6,0.016570788,0.020768272
Brown Munde,Brown Munde,AP Dhillon,9/18/2020,TCAFC2063050,2148,31.0,267617810.0,37741.0,5454166.0,64.0,756395460.0,7889556.0,222602.0,15409897.0,182472232.0,98142716.0,20.0,1757.0,86.0,1.0,1097.0,2.0,491910.0,1515.0,557124.0,0,2020,0.036500726,3,2020.0,2,0.010430466,69.22592
"Kallo(Feat.Ajay Hooda,Pooja Hooda)","Kallo(Feat.Ajay Hooda,Pooja Hooda)",Komal Choudhary,10/25/2023,INT502310027,2146,31.0,15483918.0,978.0,136801.0,67.0,159198720.0,831982.0,182200.0,26534406.0,265917250.0,880969649.0,1.0,5953.5,86.0,15.0,237120.5,17.0,12735768.5,7832.0,854584.0,0,2023,0.004833244,1,2023.0,1,0.005226066,145.63261
pov,Positions,Ariana Grande,10/30/2020,USUM72020441,2147,31.0,541397900.0,62958.0,23901981.0,66.0,195125140.0,1921318.0,1254926.0,161743410.0,1082235761.0,4630208.0,47.0,134263.0,328.0,7.0,163183.0,13.0,54217135.0,23039.0,1320353.0,0,2020,0.048431866,3,2020.0,26,0.009846599,128.8867
Dancing On My Own,Dancing On My Own,Calum Scott,3/11/2016,UK6KW1500205,2154,31.0,1232374000.0,134807.0,70718949.0,74.0,823692200.0,4889435.0,97136.0,5421535.0,58183913.0,49841169.0,101.0,19205.0,86.0,41.0,312677.0,17.0,101328706.0,103883.0,5361735.0,0,2016,0.1128442,2,2016.0,2,0.0059359986,55.813293
Stay With Me,Full Circle: The Live Anthology,Sam Smith,11/20/2011,GBUM71308833,2152,31.0,2086460800.0,167759.0,96423336.0,77.0,212889500.0,1603354.0,83399.0,40678590.0,264665397.0,2879491.0,259.0,17500.0,1073.0,271.0,1178331.0,92.0,1143671622.0,717529.0,12655149.0,0,2011,0.16736628,2,2011.0,10,0.007531395,487.7529
