Review #,Brand,Variety,Style,Country,Points,Top Ten,Price
1996,Nissin,Cup Noodle Pasta Style Tarako Spaghetti,Cup,Japan,40.0,,1.29
1995,Nissin,Cup Noodle Big Cheese Mexican Chilli,Cup,Japan,50.0,,1.29
1994,Nissin,Gyoretsu-no-Dekiru-Mise-no-Ramen (Shrimp Tantanmen),Bowl,Japan,50.0,,1.79
1993,Nissin,Raoh Tonkotsu,Pack,Japan,50.0,,0.79
1992,Nissin,Cup Noodle Light Plus Ratatouille,Cup,Japan,45.0,,1.29
1991,Nissin,Cup Noodle Milk Chikin Ramen,Cup,Japan,50.0,,1.29
1990,Nissin,Cup Noodle,Cup,Japan,50.0,,1.29
1989,MyKuali,Penang White curry Noodle Authentic Taste,Pack,Malaysia,50.0,,0.79
1988,MAMA,Instant Noodles Chicken Soup Flavour,Pack,Myanmar,35.0,,0.79
1987,Nissin,Yokohama Walker Iekei Ramen,Bowl,Japan,45.0,,1.79
1986,A-Sha Dry Noodle,Quinoa Noodle With Oyster Sauce And Vegetables,Pack,Taiwan,42.5,,0.79
1985,Prima Taste,Singapore Prawn Soup La Mian,Pack,Singapore,50.0,,0.79
1984,Nissin,Chinese Tan Tan Vermicelli,Cup,Hong Kong,50.0,,1.29
1983,Tokushima Seifun,Tokushima Ramen,Pack,Japan,40.0,,0.79
1982,Master Kong,Assorted Pork Bone Noodle,Pack,China,40.0,,0.79
1981,MyKuali,Penang Red tom Yum Goong Noodle Authentic Taste,Pack,Malaysia,50.0,,0.79
1980,Suimin,Noodles Witrh Prawn & Chicken Flavour,Cup,Australia,35.0,,1.29
1979,Nissin,BIG Cup Noodle Ajillo,Cup,Japan,30.0,,1.29
1978,CarJEN,Nyonya Curry Laksa (Improved Taste),Pack,Malaysia,50.0,,0.79
1977,MyOri,Malaysia Penang Green Curry Vermicelli (New Package),Pack,Malaysia,50.0,,0.79
1976,Itsuki,Kumamoto Spicy Ramen,Pack,Japan,42.5,,0.79
1975,Nissin,Soba Fried Noodles Classic,Pack,Germany,32.5,,0.79
1974,Samyang Foods,Cheese Curry Ramyun,Pack,South Korea,50.0,,0.79
1973,Nissin,Cup Noodles Sabor Calabresa,Pack,Brazil,42.5,,0.79
1972,Doll,Spicy Flavour Instant Mifun,Pack,Hong Kong,27.5,,0.79
1971,Fujiwara,Horse Crab Flavour Ramen,Pack,Japan,35.0,,0.79
1970,MyOri,Malaysia Penang Red Curry Noodle,Pack,Malaysia,50.0,,0.79
1969,Nongshim,Noodle Soup Seasoned With Real Kimchi,Pack,USA,47.5,,0.79
1968,Nissin,Top Ramen Chicken Flavor Ramen Noodle Soup (New Packaging),Pack,USA,35.0,,0.79
1967,Tokushima Seifun,Kinchan Ramen,Pack,Japan,45.0,,0.79
1966,Wei Lih,GGE Noodle Snack Wheat Crackers Soy Sauce Ramen,Pack,Taiwan,37.5,,0.79
1965,MyKuali,Penang Spicy Prawn Soup Noodle Authentic Taste,Pack,Malaysia,50.0,,0.79
1964,MAMA,Instant Noodles Coconut Milk Flavour,Pack,Myanmar,50.0,2016 #10,0.79
1963,Kabuto Noodles,Rice Noodles Vegetable Laksa,Cup,UK,37.5,,1.29
1962,Kabuto Noodles,Rice Noodles Chicken Pho,Cup,UK,35.0,,1.29
1961,Kabuto Noodles,Chicken Ramen,Cup,UK,42.5,,1.29
1960,Kabuto Noodles,Chilli Chicken Ramen,Cup,UK,40.0,,1.29
1959,Myojo,Charumera Shoyu Ramen,Pack,Japan,40.0,,0.79
1958,IbuRamen,Mi Goreng Bento Noodles In A Box Curry Masala Flavour,Tray,USA,40.0,,2.19
1957,MAMA,Cup Vegetarian Instant Noodles Tom Yum Flavour,Cup,Thailand,40.0,,1.29
1956,Maruchan,Spicy Tomato Salsa Ramen,Cup,Japan,0.0,,1.29
1955,Nissin,Raoh Ramen Noodle Soup Umami Soy Sauce Flavor,Pack,USA,47.5,,0.79
1954,Koh Thai,Island Of Flavours Spicy Thai Chicken Instant Noodles Soup,Pack,Netherlands,20.0,,0.79
1953,Prima Taste,Singapore Fish Soup La Mian,Pack,Singapore,50.0,,0.79
1952,Ve Wong,Kung-Fu Brand Instant Oriental Noodle Soup Artificial Beef Flavor,Pack,Taiwan,37.5,,0.79
1951,Nissin,Cup Noodles Ramen Noodle Soup Hearty Chicken Flavor [New Package],Cup,USA,42.5,,1.29
1950,Fujiwara,Red King Crab Flavour Ramen,Pack,Japan,40.0,,0.79
1949,Bamee,Oriental Style Instant Noodles Shrimp Flavour (Tom Yum),Pack,Thailand,35.0,,0.79
1948,Sichuan Baijia,Artificial Pickled Cabbage Fish Flavor Instant Vermicelli,Pack,China,15.0,,0.79
1947,Prima Taste,Singapore Laksa Wholegrain La Mian,Pack,Singapore,50.0,2016 #1,0.79
1946,Nissin,Raoh Shio Ramen,Pack,Japan,47.5,,0.79
1945,MAMA,Oriental Style Instant Noodles Masala Flavour,Pack,Bangladesh,35.0,,0.79
1944,Wei Lih,GGE Noodle Snack Wheat Crackers Hot Spicy,Pack,Taiwan,50.0,,0.79
1943,New Touch,Sugomen Niigata Seabura Shoyu Ramen,Bowl,Japan,50.0,,1.79
1942,Ibumie,Always Mi Goreng Perisa Sambal Udang,Pack,Malaysia,35.0,,0.79
1941,Unox,Good Noodles Tandoori,Pack,Netherlands,25.0,,0.79
1940,Nissin,Cup Noodle Pasta Style Bolognese,Cup,Japan,50.0,,1.29
1939,MAMA,Instant Noodles Shrimp Creamy Tom Yum Flavour,Pack,Myanmar,50.0,,0.79
1938,Nissin,Donbei Kamodashi Soba,Bowl,Japan,50.0,,1.79
1937,MAMA,Chicken Soup Flavour Cup Noodles,Cup,Myanmar,37.5,,1.29
1936,Fortune,Rice Noodle Coconut Curry,Pack,USA,10.0,,0.79
1935,Love Cook,Guanmiao Dried Noodles With Oleum Sesami,Pack,Taiwan,37.5,,0.79
1934,Love Cook,Guanmiao Dried Noodles With Spicy Sauce,Pack,Taiwan,50.0,,0.79
1933,Love Cook,Guanmiao Dried Noodles With Authentic Sauce,Pack,Taiwan,45.0,,0.79
1932,Love Cook,Guanmiao Dried Noodles With Shallot Flavor,Pack,Taiwan,37.5,,0.79
1931,Bonasia,Instant Noodles chicken Flavour,Pack,Hungary,37.5,,0.79
1930,Koh Thai,Island Of Flavours Lemongrass Instant Noodles Soup,Pack,Netherlands,2.5,,0.79
1929,MAMA,Instant Noodles Minced Pork Flavour,Pack,Cambodia,35.0,,0.79
1928,Bamee,Instant Noodles Oriental Style Chicken Flavour,Pack,Thailand,30.0,,0.79
1927,Marutai,Kogashi Megiiri Tonkotsu Kagoshima Ramen,Bowl,Japan,35.0,,1.79
1926,Nissin,Bowl Noodles Hot & Spicy Chicken Flavor Less Sodium Ramen Noodle Soup,Bowl,USA,40.0,,1.79
1925,Prima,Juzz's Mee Creamy Chicken Flavour,Pack,Singapore,50.0,2016 #8,0.79
1924,Sichuan Baijia,Broad Noodle Artificial Beef Flavor,Pack,China,35.0,,0.79
1923,Conimex,Oriental Noodles Teriyaki,Cup,Netherlands,5.0,,1.29
1922,Mie Sedaap,Instant Cup Mi Kuah Rasa Baso Spesial,Cup,Indonesia,15.0,,1.29
1921,Nissin,Cup Noodles Ramen Noodle Soup Chicken Flavor [New Package],Cup,USA,35.0,,1.29
1920,Itsuki,Ramen Tonkotudou Kumamoto Noodles,Pack,Japan,7.5,,0.79
1919,Maruchan,Shiroi Chikara Mochi Udon,Bowl,Japan,45.0,,1.79
1918,iMee,Instant Noodles chicken Flavour,Pack,Netherlands,35.0,,0.79
1917,IbuRamen,Mi Goreng Bento Noodles In A Box Hot Sweet & Sour Flavor,Tray,USA,2.5,,2.19
1916,Nissin,Soba Fried Noodles Teriyaki,Pack,Germany,30.0,,0.79
1915,Itsuki,Yuzu Sesame Sauce Udon,Bowl,Japan,45.0,,1.79
1914,Prima,Juzz's Mee Curry Flavour,Pack,Singapore,50.0,,0.79
1913,Thai Smile,Mushroom Rice Noodle Soup Bowl,Bowl,USA,0.0,,1.79
1912,MAMA,Instant Noodles Chicken Sichek Flavour,Pack,Myanmar,37.5,,0.79
1911,Nissin,Emergency Chikin Ramen Cup Noodle,Cup,Japan,50.0,,1.29
1910,Nissin,Chow Mein Pad Thai,Tray,USA,30.0,,2.19
1909,Asia Gold,Instant Noodles With Chicken Flavouring,Pack,Hungary,35.0,,0.79
1908,Nissin,Kuroma-yu Tonkotsu Kumamoto Ramen,Bowl,Japan,47.5,,1.79
1907,Prima Taste,Singapore Curry Wholegrain La Mian,Pack,Singapore,50.0,2016 #5,0.79
1906,Vifon,Chicken Flavour Asian Style Instant Noodles,Pack,Vietnam,35.0,,0.79
1905,Pirkka,Nuudeli Kana Nudlar Kyckling,Pack,Finland,35.0,,0.79
1904,Bonasia,Instant Noodles Duck Flavour,Pack,Hungary,30.0,,0.79
1903,Higashimaru,Tonkotsu Ramen,Pack,Japan,45.0,,0.79
1902,MAMA,Seafood Tom Yum Sichek Flavour,Pack,Myanmar,50.0,,0.79
1901,Prima,Juzz's Mee Original Spicy Flavour,Pack,Singapore,50.0,,0.79
1900,Ibumie,Always Mi Goreng Perisa Kari Kapitan,Pack,Malaysia,50.0,,0.79
1899,Koh Thai,Island Of Flavours Thai Royal Shrimp Instant Noodles,Pack,Netherlands,15.0,,0.79
1898,Master Kong,Spicy Fish Noodle,Bowl,China,30.0,,1.79
1897,Nissin,Cup Noodle Massaman Curry,Cup,Japan,35.0,,1.29
1896,Asia Gold,Instant Noodles Duck Flavour,Pack,Hungary,35.0,,0.79
1895,Maruchan,Seimen Houjyun Koku Shoyu,Bowl,Japan,50.0,,1.79
1894,MAMA,Rangers Snack Noodles BBQ Flavour,Pack,Myanmar,27.5,,0.79
1893,Nissin,Cup Noodle Sio,Cup,Japan,50.0,,1.29
1892,Ottogi,Cheese Ramen,Pack,South Korea,40.0,,0.79
1891,Nissin,Cup Noodles Homestyle Chicken,Cup,USA,35.0,,1.29
1890,Kuriki,Beef Tongue Shio Mayo Ramen,Pack,Japan,45.0,,0.79
1889,MAMA,Rangers Snack Noodles Sour Cream Flavour,Pack,Myanmar,27.5,,0.79
1888,Nissin,Cup Noodles Kyushu White Flavour,Cup,Singapore,35.0,,1.29
1887,Myojo,Mee Poh Dry,Pack,Singapore,42.5,,0.79
1886,Myojo,Chicken Abalone Flavour,Bowl,Singapore,37.5,,1.79
1885,Myojo,Ramen Char Mee 100,Pack,Singapore,30.0,,0.79
1884,Myojo,La Ramen Spicy Mushroom Flavour Big Bowl,Bowl,Singapore,45.0,,1.79
1883,Myojo,Mee Goreng,Pack,Singapore,40.0,,0.79
1882,Myojo,La Ramen Spicy Lobster Hot Pot Flavour Big Bowl,Bowl,Singapore,47.5,,1.79
1881,Myojo,Chicken Abalone Flavour,Pack,Singapore,35.0,,0.79
1880,Myojo,Thai Tom Yam Flavour,Bowl,Singapore,37.5,,1.79
1879,Myojo,Chicken Tanmen Flavour,Pack,Singapore,35.0,,0.79
1878,Myojo,Extra Spicy Singapore Curry Big Bowl,Bowl,Singapore,50.0,,1.79
1877,Myojo,La Ramen Spicy Mushroom Flavour,Pack,Singapore,45.0,,0.79
1876,Myojo,Chicken Flavour,Pack,Singapore,37.5,,0.79
1875,Sapporo Ichiban,Tonkotsu Ramen Artificially Flavored Tonkotsu White Chicken Broth,Pack,USA,50.0,,0.79
1874,Ibumie,Always Mi Goreng Perisa Thai Tom Yam,Pack,Malaysia,25.0,,0.79
1873,Vedan,Wei Wei A Instant Noodles Chicken Flavor,Bowl,Taiwan,0.0,,1.79
1872,Itsuki,Hakata Ossyoi,Pack,Japan,50.0,,0.79
1871,Nissin,Cup Noodles Minced Pork Flavour,Cup,Thailand,37.5,,1.29
1870,Asia Gold,Instant Noodles With Beef Flavouring,Pack,Hungary,27.5,,0.79
1869,Nissin,Soba Fried Noodles Chili,Pack,Germany,35.0,,0.79
1868,Marutai,Kuroma-yu Tonkotsu Kumamoto Ramen,Bowl,Japan,40.0,,1.79
1867,Yum Yum,Premier Bowl Instant Noodles Stewed Pork Flavour,Bowl,Thailand,40.0,,1.79
1866,MyKuali,Penang Spicy Prawn Soup Noodle,Pack,Malaysia,50.0,,0.79
1865,Mama,Shrimp Tom Yum Flavour Cup Noodles,Cup,Myanmar,35.0,,1.29
1864,Nissin,Raoh Ramen Noodle Soup Umami Tonkotsu Flavor,Pack,USA,50.0,,0.79
1863,Baijia,Broad Noodle Pickled Vegetable Artificial Beef Flavor,Pack,China,0.0,,0.79
1862,Ibumie,Always Mi Goreng Perisa Asli,Pack,Malaysia,37.5,,0.79
1861,Conimex,Oriental Noodles Groene Curry,Cup,Netherlands,5.0,,1.29
1860,Nissin,Cupo Noodle Pasta Style Vongole,Cup,Japan,27.5,,1.29
1859,Mama,Instant Noodles chicken Green Curry Flavour,Pack,Cambodia,50.0,,0.79
1858,Myojo,Wantan Men,Bowl,Japan,50.0,,1.79
1857,IbuRamen,Mi Goreng Bento Noodles In A Box Shallot Teriyaki Flavor,Tray,USA,32.5,,2.19
1856,Indomie,Instant Cup Noodles Mi Goreng Fried Noodles,Cup,Indonesia,50.0,,1.29
1855,Daraz,Negi Man Ramen,Pack,Japan,30.0,,0.79
1854,Mama,Chinese Kitchen Chinese Style Instant Noodles,Pack,Myanmar,35.0,,0.79
1853,Bonasia,Instant Noodles Shrimp Flavour,Pack,Hungary,35.0,,0.79
1852,Myojo,Udon Japanese Style Precooked Noodles With Soup Hot & Spicy Flavor,Bowl,USA,32.5,,1.79
1851,Fujiwara,Snow Crab Flavour Shio Ramen,Pack,Japan,35.0,,0.79
1850,Nissin,Raoh Ramen Noodle Soup Umami Miso Flavor,Pack,USA,45.0,,0.79
1849,Pama,Instant Rice Vermicelli Clear Soup Flavour,Pack,Malaysia,35.0,,0.79
1848,MyKuali,Penang Red tom Yum Goong Noodle (New Version),Pack,Malaysia,50.0,,0.79
1847,Conimex,Oriental Noodles Hot & Spicy,Pack,Netherlands,30.0,,0.79
1846,Nissin,Chow Mein Savory Sauce And Restayrant Quality Noodles Roast Chicken Flavor ,Tray,USA,45.0,,2.19
1845,Mama,Oriental Style Instant Noodles Shrimp Flavour,Pack,Bangladesh,32.5,,0.79
1844,Seven & I,Gold Sumire Ramen,Bowl,Japan,50.0,,1.79
1843,Forest Noodles,Sunbaked Noodles With Sesame Sauce,Pack,Taiwan,45.0,,0.79
1842,Forest Noodles,Purple Sweet Potato Noodles With Taiwanese Sauce,Pack,Taiwan,50.0,,0.79
1841,Forest Noodles,Sunbaked Noodles With Spicy Sauce,Pack,Taiwan,40.0,,0.79
1840,Forest Noodles,Sweet Potato Noodles With Sesame Paste Sauce,Pack,Taiwan,32.5,,0.79
1839,Vit's,Taste Of Malaysia Penang White Curry Ramen,Pack,Malaysia,50.0,,0.79
1838,Vit's,Taste Of Malaysia Penang Asam Laksa Fried Instant Noodle,Pack,Malaysia,45.0,,0.79
1837,Vit's,Taste Of Malaysia Penang Hokkien Mee Ramen,Pack,Malaysia,50.0,,0.79
1836,Vit's,Taste Of Malaysia Penang White Curry Fried Instant Noodle,Pack,Malaysia,50.0,,0.79
1835,Vit's,Taste Of Malaysia Penang Asam Laksa Ramen,Pack,Malaysia,50.0,,0.79
1834,Vit's,Taste Of Malaysia Penang Hokkien Mee Fried Instant Noodle,Pack,Malaysia,50.0,,0.79
1833,Vit's,Instant Noodles With Chicken Flavour,Pack,Malaysia,37.5,,0.79
1832,Yum Yum,Instant Flat Shaped Noodles Boat Noodles Nam Tok Flavour,Pack,Thailand,35.0,,0.79
1831,Kuriki,Plum Mayo Ramen,Pack,Japan,40.0,,0.79
1830,Tseng Noodles,Sichuan Pepper Flavor,Pack,Taiwan,47.5,,0.79
1829,Tseng Noodles,Hu Sesame Flavor,Pack,Taiwan,50.0,,0.79
1828,Tseng Noodles,Scallion With Sichuan Pepper  Flavor,Pack,Taiwan,50.0,2016 #9,0.79
1827,Nongshim,Zha Wang ((Jjawang) Noodles With Chajang Sauce,Pack,South Korea,50.0,,0.79
1826,Mama,Instant Noodles Stewed Beef Flavour,Pack,Cambodia,35.0,,0.79
1825,Sichuan Baijia,Broad Noodle Chilli Oil Flavor,Pack,China,45.0,,0.79
1824,Nongshim,Soon Veggie Noodle Soup,Cup,USA,50.0,,1.29
1823,MyKuali,MeeKuali spicy Fried Noodle,Pack,Malaysia,40.0,,0.79
1822,Mi Sedaap,Mi Kuah Rasa Baso Spesial,Pack,Indonesia,35.0,,0.79
1821,Myojo,Udon Japanese Style Pre-Cooked Noodles With Soup Beef Flavor,Bowl,USA,32.5,,1.79
1820,Ten-In,Veggie King Buddha Jump Instant Noodles,Bowl,Taiwan,15.0,,1.79
1819,Yum Yum,Premier Bowl Instant Noodles Suki Flavour,Bowl,Thailand,50.0,,1.79
1818,Sugakiya Foods,Nara Tenri Shoyu Ramen,Bowl,Japan,45.0,,1.79
1817,Hao Way,Penang Vegetarian Prawn Instant Bowl Noodles,Bowl,Malaysia,40.0,,1.79
1816,Vifon,Asian Style Instant Noodles Artificial Beef Flavor,Bowl,Vietnam,32.5,,1.79
1815,Nakaya Shouten,Hingya no Shio Ramen,Pack,Japan,40.0,,0.79
1814,Koh Thai,Island Of Flavours Tom Yum Instant Noodles Soup,Pack,Netherlands,30.0,,0.79
1813,Nissin,Soba Fried Noodles Curry,Pack,Germany,42.5,,0.79
1812,Master Kong,Mushroom Instant Noodle,Bowl,China,42.5,,1.79
1811,Conimex,Oriental Noodles Oosterse Groenten,Pack,Netherlands,35.0,,0.79
1810,MyKuali,Penang White Curry Noodle (New Version),Pack,Malaysia,50.0,,0.79
1809,Marutai,Nagahama Hakata Tonkotsu Ramen,Bowl,Japan,47.5,,1.79
1808,Mama,Vegetarian Instant Cup Noodle Tofu & Shiitake Flavour,Cup,Thailand,35.0,,1.29
1807,Wai Wai,Tom Yum Goong Flavour Instant Noodle,Cup,Thailand,35.0,,1.29
1806,Cintan,Mi Segera Mmm... Perisa Goreng Ala Indonesia,Pack,Malaysia,35.0,,0.79
1805,Mama,Oriental Style Instant Noodles Tandoori Flavour,Pack,Bangladesh,40.0,,0.79
1804,Thai Chef,Oriental Style Instant Noodles Shrimp Creamy Tom Yum Flavour,Pack,Hungary,47.5,,0.79
1803,Mama,Vegetarian Instant Noodles Tom Yum Flavour,Pack,Thailand,40.0,,0.79
1802,Nissin,Cup Noodles Ramen Noodles Ramen Noodle Soup Beef Flavor (New Package) ,Cup,USA,35.0,,1.29
1801,Baijia,Spicy Artificial Fei Chang Instant Vermicelli (New Recipe),Pack,China,37.5,,0.79
1800,Crystal Noodle,Soup All Natural Hot & Sour,Cup,USA,2.5,,1.29
1799,Thai Smile,Spring Onion Rice Noodle Soup Bowl,Bowl,USA,25.0,,1.79
1798,iMee,Instant Noodles Vegetable Flavour,Pack,Netherlands,27.5,,0.79
1797,Wai Wai,Instant Rice Vermicelli Crab Flavour,Pack,Thailand,35.0,,0.79
1796,Fujiwara,Salty Taste Chanko Noodle,Pack,Japan,47.5,,0.79
1795,Azami,Kimchee Flavour Noodle Soup,Pack,Canada,0.0,,0.79
1794,Vit's,Shallot Chicken Instant Noodles,Pack,Malaysia,30.0,,0.79
1793,Cintan,Mi Segera Mmm... Perisa Asam Laksa,Pack,Malaysia,35.0,,0.79
1792,A1,Soup Spices Noodle Mee Rempahan Sup,Pack,Malaysia,35.0,,0.79
1791,Vit's,Tom Yam Instant Noodles,Pack,Malaysia,42.5,,0.79
1790,Super,Kimchi,Cup,Malaysia,45.0,,1.29
1789,Cintan,Mi Segera Mmm... Perisa Ayam Cendawan,Pack,Malaysia,35.0,,0.79
1788,Super,Curry Flavour Noodles,Cup,Malaysia,30.0,,1.29
1787,Pama,Kua Teaw Segera,Pack,Malaysia,40.0,,0.79
1786,Nissin,Chow Mein Premium Savory Sauce And Restaurant Quality Noodles Sriracha Flavor,Tray,USA,42.5,,2.19
1785,Super,Instant Noodles Black Pepper Crab Mi Goreng,Cup,Malaysia,35.0,,1.29
1784,Torishi,Hakata Tonkotsu Ramen,Pack,Japan,50.0,,0.79
1783,iMee,Instant Noodles Creamy Tom Yum Shrimp Flavour,Pack,Netherlands,45.0,,0.79
1782,Western Family,Beef Flavour Instant Noodles,Pack,Canada,0.0,,0.79
1781,MyKuali,Penang Hokkien Prawn Soup Rice Vermicelli (Bihun),Bowl,Malaysia,50.0,,1.79
1780,Pulmuone,Non-Fried Noodle Blackbean Sauce Noodle With Squid,Pack,South Korea,45.0,,0.79
1779,Chering Chang,Instant Non-Fried Noodles Tomato Flavour,Pack,Taiwan,32.5,,0.79
1778,JML,Spicy King Spicy Chicken,Pack,China,50.0,,0.79
1777,JML,Supereme Bowl Noodles With Stewed Egg Spicy Flavour,Bowl,China,35.0,,1.79
1776,JML,Spicy King Bowl Noodle Spicy Chicken,Bowl,China,50.0,,1.79
1775,JML,Spicy King Bowl Noodle Spicy Beef,Bowl,China,42.5,,1.79
1774,JML,Spicy King Spicy Pork,Pack,China,50.0,,0.79
1773,JML,Supreme Bowl Noodles With Stewed Egg Sour Beans With Pork Flavour,Bowl,China,40.0,,1.79
1772,JML,Spicy King Spicy Beef,Pack,China,50.0,,0.79
1771,JML,Supreme Bowl Noodles With Stewed Egg Braised Beef Flavour,Bowl,China,35.0,,1.79
1770,JML,Spicy King Bowl Noodle Spicy Pork,Bowl,China,45.0,,1.79
1769,Mamee,Chef Lontong Flavour,Pack,Malaysia,50.0,,0.79
1768,New Touch,Negi Miso No Ippin Ramen,Bowl,Japan,50.0,,1.79
1767,Mama,Instant Noodles Shrimp Tom Yum Flavour,Pack,Cambodia,40.0,,0.79
1766,Paldo,Bulnak Boeummyun King Noodle,Bowl,South Korea,35.0,,1.79
1765,Nissin,Cup Noodles Ramen Noodles With Shrimp (New Package) ,Cup,USA,35.0,,1.29
1764,Pirkka,Nuudeli Tom Yum Katkarapu,Pack,Finland,37.5,,0.79
1763,Ishimaru,Tuna Flavor Ramen,Pack,Japan,45.0,,0.79
1762,Mom's Dry Noodle,Sesame & Pepper,Pack,Taiwan,40.0,,0.79
1761,Authentically Asian,Natural Quality Foods Pad Thai Noodle Bowl,Bowl,USA,10.0,,1.79
1760,New Touch,Homestyle Tonjiru,Bowl,Japan,45.0,,1.79
1759,Nissin,Cup Noodles Moo Manao Flavour,Cup,Thailand,40.0,,1.29
1758,Vit's,Duck Instant Noodles,Pack,Malaysia,35.0,,0.79
1757,iMee,Instant Noodles Beef Flavour,Pack,Netherlands,32.5,,0.79
1756,A-Sha Dry Noodle,Veggie Noodle Carrot Noodle With Original Sauce,Pack,Taiwan,42.5,,0.79
1755,Mama,Oriental Style Instant Noodles Hot & Spicy Flavour,Pack,Bangladesh,40.0,,0.79
1754,Paldo,King Bowl Super Spicy Pan Stirfried Noodle,Bowl,South Korea,50.0,,1.79
1753,Thai Smile,Garlic Rice Noodle Soup Bowl,Bowl,USA,35.0,,1.79
1752,Kuriki,Mayo Ramen,Pack,Japan,47.5,,0.79
1751,Mom's Dry Noodle,Spicy & Sour Flavor,Pack,Taiwan,50.0,,0.79
1750,Mi Sedaap,Instant Cup Mi Kuah Rasa Soto,Cup,Indonesia,50.0,,1.29
1749,Yum Yum,Jumbo Instant Noodles Tom Yum Kung Creamy Flavour,Pack,Thailand,50.0,,0.79
1748,Azami,Chili Chicken Flavour Noodle Soup,Cup,Canada,30.0,,1.29
1747,Vit's,Curry Instant Noodles,Pack,Malaysia,35.0,,0.79
1746,Marutai,Ramen Shoyu Taste,Bowl,Japan,42.5,,1.79
1745,Unox,Good Noodles Kerrie,Pack,Netherlands,35.0,,0.79
1744,A-Sha Dry Noodle,Veggie Noodle Baby Grass Noodle With Toona Sauce,Pack,Taiwan,50.0,,0.79
1743,Mama,Rangers Snack Noodles Shrimp Tom Yum Flavour,Pack,Myanmar,45.0,,0.79
1742,Aroi,Curry Me! Penang White Curry Stir-fry Noodle,Pack,Malaysia,45.0,,0.79
1741,Myojo,Udon Japanese Style Pre-Cooked Noodles With Soup Chicken Flavor,Bowl,USA,25.0,,1.79
1740,Master Kong,Braised Beef Noodle,Pack,China,42.5,,0.79
1739,Nissin,Raoh Tanrei Koku Shio Ramen,Bowl,Japan,45.0,,1.79
1738,Little Cook,Instant Noodles Shrimp Tom Yum Flavour,Cup,Thailand,42.5,,1.29
1737,Mi Sedaap,Instant Cup Mi Goreng,Cup,Indonesia,37.5,,1.29
1736,Mamee,Monster Snek Mi Pedas,Pack,Malaysia,50.0,,0.79
1735,Master Kong,Tomato Sauce Instant Noodle,Bowl,China,40.0,,1.79
1734,Koka,Laksa Singapura,Pack,Singapore,42.5,,0.79
1733,Bonasia,Instant Noodles Beef Flavour,Pack,Germany,37.5,,0.79
1732,Super,Seafood Flavour Noodles,Cup,Malaysia,32.5,,1.29
1731,Mama,Instant Noodles Creamy Shrimp Tom Yum Flavour,Pack,Cambodia,50.0,,0.79
1730,Wu-Mu,BBQ Pork Flavor Chow Mein,Pack,Taiwan,45.0,,0.79
1729,Vedan,Zan Vegetarian Instant Noodle Series Shiitake Mushroom Flavour,Cup,Taiwan,27.5,,1.29
1728,Yamadai,Tenobe Somen,Bowl,Japan,32.5,,1.79
1727,Wei Lih,Jah Jan Men,Bowl,Taiwan,50.0,,1.79
1726,Vina Acecook,Oh! Ricey Pho Ga,Bowl,Vietnam,30.0,,1.79
1725,A-Sha Dry Noodle,Veggie Noodle Black Sesame Noodle,Pack,Taiwan,32.5,,0.79
1724,Pirkka,Nuudeli Liha Nudlar Kott,Pack,Finland,35.0,,0.79
1723,Baixiang Noodles,Artificial Beef Instant Noodles With Soup Base,Pack,China,37.5,,0.79
1722,CarJEN,Otentiq Cheezy Curry Instant Noodles,Pack,Malaysia,45.0,,0.79
1721,Salam Mie,Mi Goreng Dengan Abon,Pack,Indonesia,42.5,,0.79
1720,Mamee,Chef Lontong Flavour,Cup,Malaysia,50.0,,1.29
1719,Wai Wai,Grilled Pork Flavour Instant Noodles,Bowl,Thailand,25.0,,1.79
1718,Vina Acecook,Hao Hao Sate Onion Flavour,Cup,Vietnam,25.0,,1.29
1717,Lee Fah Mee,Sarawak White Laksa Instant Noodle,Pack,Sarawak,40.0,,0.79
1716,Mama,Instant Noodles Egg Protein Noodles,Pack,Myanmar,35.0,,0.79
1715,Yum Yum,Instant Noodles Minced Pork Flavor,Pack,Thailand,37.5,,0.79
1714,Master Kong,Sichuan Hot Spicy Fish,Pack,China,37.5,,0.79
1713,CarJEN,Otentiq Cheezy Mushroom Instant Noodles,Pack,Malaysia,50.0,,0.79
1712,Sakurai Foods,Organic Miso Ramen,Pack,Japan,45.0,,0.79
1711,Hao Way,Vegetarian Penang Laksa,Pack,Malaysia,40.0,,0.79
1710,Chering Chang,Instant Non-Fried Noodles Vegetable Curry Flavor,Pack,Taiwan,50.0,,0.79
1709,Asia Gold,Instant Noodles With Shrimp Flavouring,Pack,Hungary,40.0,,0.79
1708,The Kitchen Food,Sibu Instant Kampua Original,Pack,Sarawak,40.0,,0.79
1707,Azami,Hot & Spicy Flavour Noodle Soup,Bowl,Canada,35.0,,1.79
1706,Maggi,Hot Cup Goreng Perencah Cili Fiesta,Cup,Malaysia,47.5,,1.29
1705,Premiere,Gold Bihun Kari Heritage Instant Rice Vermicelli,Pack,Malaysia,45.0,,0.79
1704,Baixiang Noodles,Sour & Spicy Flavour,Pack,China,37.5,,0.79
1703,7 Select/Nissin,Super Tom Yum Shrimp,Cup,Thailand,35.0,,1.29
1702,Samyang Foods,Seafood Noodle,Cup,Japan,27.5,,1.29
1701,Sakurai Foods,Organic Shoyu Ramen,Pack,Japan,42.5,,0.79
1700,A-Sha Dry Noodle,Hakka Flat Noodle With Za Jiang Sauce,Pack,Taiwan,40.0,,0.79
